case_id,court,judge,facts,issues,evidence_summary,decision,sentence,bns_sections,bnss_procedures,bsa_provisions,judgment_summary
CP-CASE-100040,Chief Judicial Magistrate Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that a physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 202 (Postponement of Issue of Process) were fully complied with.,The prosecution submitted Section 45 (Opinions of Experts). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 202 (Postponement of Issue of Process),Section 45 (Opinions of Experts),"In Chief Judicial Magistrate Court, Judge M. Durai passed a judgment regarding the Assault & Hurt case. Verdict: Settled / Compromised. Duration: 34 months."
CP-CASE-100041,Metropolitan Magistrate Court,Judge Rajesh K. Mehta,"On examination of witnesses and documents, it is observed that complainant purchased goods from an online portal which turned out to be a fraudulent setup. loss of inr 1974553 reported.",Whether the accused is guilty under Section 318 (Cheating) and whether procedures in Section 105 (Search and Seizure of Electronic Devices) were fully complied with.,The prosecution submitted Section 63 (Admissibility of Electronic Signatures). Police officer notes confirm details.,The Court finds the accused guilty of Cyber Crime & Fraud and is sentenced accordingly.,2 to 5 Years Imprisonment & Fine,Section 318 (Cheating),Section 105 (Search and Seizure of Electronic Devices),Section 63 (Admissibility of Electronic Signatures),"In Metropolitan Magistrate Court, Judge Rajesh K. Mehta passed a judgment regarding the Cyber Crime & Fraud case. Verdict: Conviction. Duration: 21 months."
CP-CASE-100042,High Court,Justice H.S. Sangwan,"On examination of witnesses and documents, it is observed that a businessman was kidnapped from his farmhouse by armed assailants demanding inr 1251168 for his release.",Whether the accused is guilty under Section 140 (Kidnapping) and whether procedures in Section 173 (Zero FIR registration) were fully complied with.,The prosecution submitted Section 114 (Presumption as to Absence of Consent). Police officer notes confirm details.,The Court finds the accused guilty of Kidnapping & Abduction and is sentenced accordingly.,7 to 10 Years Imprisonment & Fine,Section 140 (Kidnapping),Section 173 (Zero FIR registration),Section 114 (Presumption as to Absence of Consent),"In High Court, Justice H.S. Sangwan passed a judgment regarding the Kidnapping & Abduction case. Verdict: Conviction. Duration: 22 months."
CP-CASE-100043,District and Sessions Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that a physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 202 (Postponement of Issue of Process) were fully complied with.,The prosecution submitted Section 32 (Relevancy of Statement of Dead Person). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 202 (Postponement of Issue of Process),Section 32 (Relevancy of Statement of Dead Person),"In District and Sessions Court, Justice Anand Verma passed a judgment regarding the Assault & Hurt case. Verdict: Settled / Compromised. Duration: 20 months."
CP-CASE-100044,District and Sessions Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that a physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 45 (Opinions of Experts). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 45 (Opinions of Experts),"In District and Sessions Court, Judge Shalini Joshi passed a judgment regarding the Assault & Hurt case. Verdict: Dismissed for Lack of Evidence. Duration: 25 months."
CP-CASE-100045,District and Sessions Court,Judge Rajesh K. Mehta,"On examination of witnesses and documents, it is observed that victim was abducted from a bus stop by masked men. the family received threats demanding property papers.",Whether the accused is guilty under Section 140 (Kidnapping) and whether procedures in Section 184 (Medical Examination of Kidnapped Person) were fully complied with.,The prosecution submitted Section 114 (Presumption as to Absence of Consent). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 140 (Kidnapping),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),"In District and Sessions Court, Judge Rajesh K. Mehta passed a judgment regarding the Kidnapping & Abduction case. Verdict: Dismissed for Lack of Evidence. Duration: 17 months."
CP-CASE-100046,High Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that complainant purchased goods from an online portal which turned out to be a fraudulent setup. loss of inr 381610 reported.",Whether the accused is guilty under Section 318 (Cheating) and whether procedures in Section 105 (Search and Seizure of Electronic Devices) were fully complied with.,The prosecution submitted Section 65 (Special Provisions as to Evidence Relating to Electronic Record). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 318 (Cheating),Section 105 (Search and Seizure of Electronic Devices),Section 65 (Special Provisions as to Evidence Relating to Electronic Record),"In High Court, Judge M. Durai passed a judgment regarding the Cyber Crime & Fraud case. Verdict: Settled / Compromised. Duration: 37 months."
CP-CASE-100047,District and Sessions Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that victim was abducted from a bus stop by masked men. the family received threats demanding property papers.",Whether the accused is guilty under Section 142 (Kidnapping or Abducting in order to Murder) and whether procedures in Section 184 (Medical Examination of Kidnapped Person) were fully complied with.,The prosecution submitted Section 114 (Presumption as to Absence of Consent). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 142 (Kidnapping or Abducting in order to Murder),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),"In District and Sessions Court, Judge Shalini Joshi passed a judgment regarding the Kidnapping & Abduction case. Verdict: Referred to Mediation. Duration: 18 months."
CP-CASE-100048,District and Sessions Court,Judge Rajesh K. Mehta,"On examination of witnesses and documents, it is observed that a body was found near a lake showing signs of strangulation and blunt force trauma to the head.",Whether the accused is guilty under Section 101 (Murder) and whether procedures in Section 194 (Inquest Reports on Accidental or Unnatural Deaths) were fully complied with.,The prosecution submitted Section 32 (Dying Declaration). Police officer notes confirm details.,The Court finds the accused guilty of Murder & Homicide and is sentenced accordingly.,Life Imprisonment or Death Penalty & Fine,Section 101 (Murder),Section 194 (Inquest Reports on Accidental or Unnatural Deaths),Section 32 (Dying Declaration),"In District and Sessions Court, Judge Rajesh K. Mehta passed a judgment regarding the Murder & Homicide case. Verdict: Conviction. Duration: 41 months."
CP-CASE-100049,District and Sessions Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that the complainant stated that when they returned home from vacation, they found the front lock broken and jewelry worth inr 472231 stolen.",Whether the accused is guilty under Section 305 (Theft in Dwelling) and whether procedures in Section 173 (Information in Cognizable Cases) were fully complied with.,The prosecution submitted Section 60 (Primary Evidence). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 305 (Theft in Dwelling),Section 173 (Information in Cognizable Cases),Section 60 (Primary Evidence),"In District and Sessions Court, Judge M. Durai passed a judgment regarding the Theft & Burglary case. Verdict: Acquittal. Duration: 41 months."
CP-CASE-100050,District and Sessions Court,Justice H.S. Sangwan,"On examination of witnesses and documents, it is observed that a businessman was kidnapped from his farmhouse by armed assailants demanding inr 1066858 for his release.",Whether the accused is guilty under Section 142 (Kidnapping or Abducting in order to Murder) and whether procedures in Section 173 (Zero FIR registration) were fully complied with.,The prosecution submitted Section 45 (Expert Opinion on Handwriting). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 142 (Kidnapping or Abducting in order to Murder),Section 173 (Zero FIR registration),Section 45 (Expert Opinion on Handwriting),"In District and Sessions Court, Justice H.S. Sangwan passed a judgment regarding the Kidnapping & Abduction case. Verdict: Dismissed for Lack of Evidence. Duration: 40 months."
